orderid,warehouse,store,city,state,category,product,order_date,units_sold,unit_price,total_amount
ORD170578,Reyes Coca-Cola Bottling,Target,Phoenix,Arizona,Alcoholic Beverages,Simply Spiked Lemonade,2023-04-29,777,2.68,2082.36
ORD602083,Coca-Cola Bottling Company United,Kroger,Los Angeles,California,Alcoholic Beverages,Jack & Coke,2023-12-07,634,3.38,2142.92
ORD219552,Swire Coca-Cola,Walmart,Chicago,Illinois,Alcoholic Beverages,Jack & Coke,2023-03-17,205,3.29,674.45
ORD216815,Coca-Cola Bottling Co. Consolidated,Kroger,Atlanta,Georgia,Soft Drinks,Dr Pepper,2023-08-09,819,2.14,1752.66
ORD734508,Reyes Coca-Cola Bottling,Costco,Los Angeles,California,Soft Drinks,Dr Pepper,2023-05-22,568,2.73,1550.64
ORD980828,Reyes Coca-Cola Bottling,Publix,Atlanta,Georgia,Soft Drinks,Fanta,2023-02-13,274,2.85,780.9
ORD498853,Coca-Cola Beverages Florida,CVS,Chicago,Illinois,Water,Smartwater,2023-01-24,382,2.54,970.28
ORD865681,Reyes Coca-Cola Bottling,Walmart,Phoenix,Arizona,Soft Drinks,Coca-Cola Classic,2023-08-12,58,2.12,122.96
ORD963474,Coca-Cola Beverages Florida,Target,New York,New York,Water,Smartwater,2023-07-09,803,2.94,2360.82
ORD423265,Coca-Cola Bottling Co. Consolidated,CVS,Seattle,Washington,Soft Drinks,Coca-Cola Classic,2023-03-04,863,2.32,2002.16
ORD320387,Coca-Cola Bottling Company United,Kroger,Seattle,Washington,Water,Aquafina,2023-06-21,212,1.93,409.16
ORD155088,Reyes Coca-Cola Bottling,Publix,Chicago,Illinois,Soft Drinks,Sprite,2023-07-28,662,3.24,2144.88
ORD508055,Coca-Cola Beverages Florida,Kroger,New York,New York,Soft Drinks,Sprite,2023-06-04,934,3.2,2988.8
ORD685854,Coca-Cola Bottling Company United,Publix,New York,New York,Soft Drinks,Sprite,2023-09-24,525,3.17,1664.25
ORD647238,Coca-Cola Beverages Florida,CVS,Seattle,Washington,Water,Dasani,2023-01-13,648,3.48,2255.04
ORD888089,Reyes Coca-Cola Bottling,Target,Denver,Colorado,Alcoholic Beverages,Jack & Coke,2023-01-31,857,1.62,1388.34
ORD798625,Swire Coca-Cola,Walmart,Los Angeles,California,Soft Drinks,Fanta,2023-03-09,139,1.26,175.14
ORD781465,Coca-Cola Bottling Co. Consolidated,Kroger,Denver,Colorado,Alcoholic Beverages,Jack & Coke,2023-11-28,827,2.42,2001.34
ORD704717,Coca-Cola Bottling Company United,Walgreens,Chicago,Illinois,Water,Smartwater,2023-10-21,551,2.87,1581.37
ORD706308,Swire Coca-Cola,Safeway,Atlanta,Georgia,Water,Dasani,2023-07-18,93,1.23,114.39
ORD151866,Reyes Coca-Cola Bottling,Safeway,Chicago,Illinois,Alcoholic Beverages,Simply Spiked Lemonade,2023-05-14,147,2.17,318.99
ORD237882,Coca-Cola Bottling Company United,7-Eleven,Chicago,Illinois,Water,Smartwater,2023-06-28,677,2.64,1787.28
ORD406738,Coca-Cola Beverages Florida,Publix,Boston,Massachusetts,Soft Drinks,Sprite,2023-04-01,291,2.66,774.06
ORD140036,Coca-Cola Bottling Company United,Kroger,Houston,Texas,Water,Dasani,2023-04-16,725,1.54,1116.5
ORD196546,Coca-Cola Bottling Company United,Safeway,Seattle,Washington,Water,Aquafina,2023-02-10,252,1.49,375.48
ORD372873,Coca-Cola Bottling Co. Consolidated,Sam's Club,Los Angeles,California,Water,Smartwater,2023-05-06,930,3.49,3245.7
ORD301007,Swire Coca-Cola,Sam's Club,Boston,Massachusetts,Water,Dasani,2023-12-04,941,2.41,2267.81
ORD699360,Swire Coca-Cola,Costco,New York,New York,Alcoholic Beverages,Jack & Coke,2023-09-12,289,1.36,393.04
ORD215276,Coca-Cola Beverages Florida,Walgreens,Chicago,Illinois,Alcoholic Beverages,Jack & Coke,2023-11-26,936,2.57,2405.52
ORD111520,Reyes Coca-Cola Bottling,Target,Miami,Florida,Water,Dasani,2023-06-05,568,1.44,817.92
ORD639791,Reyes Coca-Cola Bottling,Publix,Boston,Massachusetts,Alcoholic Beverages,Simply Spiked Lemonade,2023-02-11,418,2.68,1120.24
ORD895383,Swire Coca-Cola,Kroger,Boston,Massachusetts,Water,Aquafina,2023-10-08,601,3.19,1917.19
ORD513692,Coca-Cola Bottling Company United,Publix,Houston,Texas,Water,Smartwater,2023-07-08,625,1.7,1062.5
ORD945181,Reyes Coca-Cola Bottling,CVS,Miami,Florida,Water,Smartwater,2023-08-09,530,1.62,858.6
ORD760213,Coca-Cola Bottling Company United,Safeway,New York,New York,Water,Dasani,2023-08-24,370,2.57,950.9
ORD157967,Reyes Coca-Cola Bottling,Target,Los Angeles,California,Soft Drinks,Coca-Cola Classic,2023-03-24,804,3.3,2653.2
ORD968868,Coca-Cola Bottling Company United,Walgreens,Chicago,Illinois,Soft Drinks,Sprite,2023-01-13,707,1.76,1244.32
ORD158109,Coca-Cola Bottling Co. Consolidated,Walgreens,New York,New York,Alcoholic Beverages,Jack & Coke,2023-03-30,742,2.78,2062.76
ORD178796,Coca-Cola Beverages Florida,Walgreens,Phoenix,Arizona,Alcoholic Beverages,Simply Spiked Lemonade,2023-02-04,358,2.61,934.38
ORD519414,Coca-Cola Bottling Company United,Sam's Club,Houston,Texas,Water,Smartwater,2023-07-05,78,2.11,164.58
ORD926730,Reyes Coca-Cola Bottling,Walmart,Denver,Colorado,Alcoholic Beverages,Jack & Coke,2023-03-03,204,1.67,340.68
ORD941575,Coca-Cola Bottling Co. Consolidated,Walmart,Boston,Massachusetts,Soft Drinks,Sprite,2023-12-25,970,2.89,2803.3
ORD654151,Swire Coca-Cola,Sam's Club,Phoenix,Arizona,Alcoholic Beverages,Jack & Coke,2023-02-06,428,3.06,1309.68
ORD838467,Coca-Cola Bottling Company United,CVS,Chicago,Illinois,Water,Dasani,2023-07-18,572,2.55,1458.6
ORD788985,Reyes Coca-Cola Bottling,CVS,Denver,Colorado,Water,Smartwater,2023-09-22,755,3.47,2619.85
ORD521969,Coca-Cola Beverages Florida,Safeway,Atlanta,Georgia,Water,Dasani,2023-04-11,94,2.29,215.26
ORD223775,Reyes Coca-Cola Bottling,Costco,Los Angeles,California,Water,Aquafina,2023-08-17,771,2.63,2027.73
ORD549558,Swire Coca-Cola,Publix,Denver,Colorado,Water,Aquafina,2023-09-01,934,1.53,1429.02
ORD403288,Reyes Coca-Cola Bottling,Walgreens,Chicago,Illinois,Water,Aquafina,2023-10-27,417,2.84,1184.28
ORD977826,Swire Coca-Cola,Sam's Club,Atlanta,Georgia,Alcoholic Beverages,Jack & Coke,2023-03-27,830,3.04,2523.2
ORD298309,Coca-Cola Bottling Co. Consolidated,Kroger,Houston,Texas,Water,Aquafina,2023-08-31,348,1.16,403.68
ORD462190,Coca-Cola Bottling Company United,Safeway,Denver,Colorado,Soft Drinks,Dr Pepper,2023-04-12,987,2.46,2428.02
ORD779977,Coca-Cola Bottling Co. Consolidated,Walgreens,Miami,Florida,Water,Dasani,2023-05-13,577,1.72,992.44
ORD141522,Coca-Cola Beverages Florida,Target,Denver,Colorado,Water,Smartwater,2023-02-18,282,3.22,908.04
ORD263309,Coca-Cola Beverages Florida,Walgreens,Los Angeles,California,Soft Drinks,Fanta,2023-02-09,546,3.24,1769.04
ORD994321,Coca-Cola Bottling Company United,Sam's Club,Denver,Colorado,Water,Aquafina,2023-12-21,83,1.75,145.25
ORD180278,Reyes Coca-Cola Bottling,Walmart,Los Angeles,California,Soft Drinks,Coca-Cola Classic,2023-08-24,619,1.5,928.5
ORD705255,Reyes Coca-Cola Bottling,Kroger,Seattle,Washington,Alcoholic Beverages,Jack & Coke,2023-05-25,896,1.37,1227.52
ORD389420,Coca-Cola Bottling Co. Consolidated,Kroger,Seattle,Washington,Water,Dasani,2023-11-03,764,2.69,2055.16
ORD524599,Coca-Cola Bottling Co. Consolidated,Kroger,Atlanta,Georgia,Alcoholic Beverages,Jack & Coke,2023-11-26,656,2.75,1804.0
ORD171353,Swire Coca-Cola,Publix,Denver,Colorado,Soft Drinks,Diet Coke,2023-10-05,393,2.13,837.09
ORD995755,Coca-Cola Bottling Company United,Kroger,Denver,Colorado,Alcoholic Beverages,Jack & Coke,2023-02-23,148,2.89,427.72
ORD340357,Coca-Cola Beverages Florida,Walgreens,Miami,Florida,Water,Dasani,2023-12-13,875,2.85,2493.75
ORD578641,Coca-Cola Bottling Co. Consolidated,Sam's Club,Denver,Colorado,Soft Drinks,Sprite,2023-06-27,588,3.4,1999.2
ORD159402,Reyes Coca-Cola Bottling,Target,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-09-04,204,2.22,452.88
ORD353545,Swire Coca-Cola,CVS,Miami,Florida,Alcoholic Beverages,Jack & Coke,2023-11-13,353,2.81,991.93
ORD461576,Swire Coca-Cola,Walmart,Phoenix,Arizona,Water,Aquafina,2023-05-02,450,2.95,1327.5
ORD471207,Coca-Cola Beverages Florida,CVS,Miami,Florida,Alcoholic Beverages,Jack & Coke,2023-08-29,111,2.73,303.03
ORD772840,Reyes Coca-Cola Bottling,Sam's Club,New York,New York,Soft Drinks,Dr Pepper,2023-08-09,811,2.59,2100.49
ORD103929,Swire Coca-Cola,Walgreens,Houston,Texas,Soft Drinks,Coca-Cola Classic,2023-06-14,387,3.14,1215.18
ORD558455,Coca-Cola Beverages Florida,Publix,Houston,Texas,Soft Drinks,Coca-Cola Classic,2023-11-15,528,2.2,1161.6
ORD476878,Coca-Cola Bottling Company United,7-Eleven,Denver,Colorado,Water,Dasani,2023-11-01,477,1.02,486.54
ORD114927,Coca-Cola Bottling Co. Consolidated,Target,Phoenix,Arizona,Soft Drinks,Diet Coke,2023-02-13,582,2.69,1565.58
ORD282092,Coca-Cola Bottling Company United,Walgreens,Miami,Florida,Water,Aquafina,2023-05-13,428,3.19,1365.32
ORD840839,Reyes Coca-Cola Bottling,Walgreens,New York,New York,Alcoholic Beverages,Simply Spiked Lemonade,2023-05-13,106,3.23,342.38
ORD398240,Reyes Coca-Cola Bottling,Walgreens,Denver,Colorado,Alcoholic Beverages,Jack & Coke,2023-08-14,812,2.75,2233.0
ORD261164,Reyes Coca-Cola Bottling,Kroger,Chicago,Illinois,Soft Drinks,Fanta,2023-06-06,910,1.14,1037.4
ORD482185,Coca-Cola Bottling Company United,CVS,Boston,Massachusetts,Soft Drinks,Sprite,2023-04-12,413,2.67,1102.71
ORD590216,Swire Coca-Cola,Costco,Boston,Massachusetts,Soft Drinks,Sprite,2023-03-04,205,3.11,637.55
ORD390341,Swire Coca-Cola,CVS,Houston,Texas,Water,Dasani,2023-10-19,303,3.09,936.27
ORD767485,Coca-Cola Bottling Company United,Publix,Denver,Colorado,Alcoholic Beverages,Jack & Coke,2023-10-23,119,2.97,353.43
ORD738942,Reyes Coca-Cola Bottling,Target,Boston,Massachusetts,Alcoholic Beverages,Simply Spiked Lemonade,2023-02-09,821,1.88,1543.48
ORD699340,Coca-Cola Bottling Co. Consolidated,7-Eleven,Miami,Florida,Alcoholic Beverages,Simply Spiked Lemonade,2023-09-15,446,1.69,753.74
ORD229833,Coca-Cola Bottling Company United,CVS,Los Angeles,California,Soft Drinks,Dr Pepper,2023-01-07,180,1.2,216.0
ORD959892,Swire Coca-Cola,Safeway,Seattle,Washington,Soft Drinks,Dr Pepper,2023-04-08,116,1.01,117.16
ORD217509,Swire Coca-Cola,Safeway,Seattle,Washington,Alcoholic Beverages,Simply Spiked Lemonade,2023-11-25,347,2.08,721.76
ORD480313,Coca-Cola Bottling Co. Consolidated,Sam's Club,Los Angeles,California,Soft Drinks,Sprite,2023-02-01,624,3.16,1971.84
ORD413615,Swire Coca-Cola,CVS,Phoenix,Arizona,Alcoholic Beverages,Simply Spiked Lemonade,2023-08-05,655,2.5,1637.5
ORD393465,Reyes Coca-Cola Bottling,Publix,Miami,Florida,Water,Aquafina,2023-03-01,982,2.27,2229.14
ORD747067,Coca-Cola Beverages Florida,Sam's Club,Atlanta,Georgia,Water,Aquafina,2023-09-30,459,1.48,679.32
ORD687476,Reyes Coca-Cola Bottling,Sam's Club,Phoenix,Arizona,Soft Drinks,Coca-Cola Classic,2023-11-15,341,2.76,941.16
ORD898258,Reyes Coca-Cola Bottling,Walgreens,Atlanta,Georgia,Water,Dasani,2023-07-09,917,3.05,2796.85
ORD743401,Reyes Coca-Cola Bottling,Sam's Club,Seattle,Washington,Water,Aquafina,2023-03-08,224,3.09,692.16
ORD122592,Swire Coca-Cola,Kroger,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-02-11,679,2.17,1473.43
ORD169432,Coca-Cola Bottling Co. Consolidated,Walmart,Miami,Florida,Alcoholic Beverages,Simply Spiked Lemonade,2023-10-22,560,2.88,1612.8
ORD983754,Coca-Cola Bottling Company United,Safeway,Atlanta,Georgia,Soft Drinks,Fanta,2023-12-23,530,3.16,1674.8
ORD102528,Swire Coca-Cola,7-Eleven,Denver,Colorado,Soft Drinks,Diet Coke,2023-09-28,674,3.35,2257.9
ORD574415,Coca-Cola Bottling Co. Consolidated,Publix,Los Angeles,California,Alcoholic Beverages,Simply Spiked Lemonade,2023-03-23,369,2.03,749.07
ORD306167,Coca-Cola Bottling Co. Consolidated,Walmart,Denver,Colorado,Alcoholic Beverages,Jack & Coke,2023-10-29,210,1.15,241.5
ORD337548,Coca-Cola Bottling Company United,Walgreens,Phoenix,Arizona,Water,Dasani,2023-09-14,421,1.79,753.59
ORD818209,Coca-Cola Bottling Co. Consolidated,Kroger,Los Angeles,California,Water,Dasani,2023-11-13,373,1.93,719.89
ORD692717,Swire Coca-Cola,Walgreens,Los Angeles,California,Soft Drinks,Coca-Cola Classic,2023-09-14,519,2.49,1292.31
ORD111315,Coca-Cola Beverages Florida,Walmart,Miami,Florida,Alcoholic Beverages,Simply Spiked Lemonade,2023-01-31,566,3.15,1782.9
ORD714271,Swire Coca-Cola,Kroger,Atlanta,Georgia,Water,Aquafina,2023-11-19,942,1.97,1855.74
ORD270840,Coca-Cola Beverages Florida,Walgreens,New York,New York,Soft Drinks,Diet Coke,2023-02-05,834,3.06,2552.04
ORD878884,Coca-Cola Beverages Florida,Publix,Houston,Texas,Alcoholic Beverages,Simply Spiked Lemonade,2023-02-06,1000,3.44,3440.0
ORD117832,Swire Coca-Cola,Walgreens,Miami,Florida,Water,Aquafina,2023-10-12,217,1.5,325.5
ORD672354,Coca-Cola Bottling Company United,7-Eleven,Los Angeles,California,Water,Dasani,2023-12-23,793,1.79,1419.47
ORD257162,Reyes Coca-Cola Bottling,CVS,Denver,Colorado,Soft Drinks,Diet Coke,2023-10-28,511,2.05,1047.55
ORD522349,Reyes Coca-Cola Bottling,7-Eleven,Los Angeles,California,Soft Drinks,Sprite,2023-02-19,471,2.35,1106.85
ORD766815,Reyes Coca-Cola Bottling,Costco,Miami,Florida,Water,Smartwater,2023-07-08,980,1.32,1293.6
ORD781757,Swire Coca-Cola,Walmart,Denver,Colorado,Soft Drinks,Dr Pepper,2023-09-13,500,3.22,1610.0
ORD814760,Coca-Cola Bottling Company United,Target,Denver,Colorado,Water,Aquafina,2023-01-27,590,1.13,666.7
ORD685298,Coca-Cola Beverages Florida,Kroger,Miami,Florida,Water,Smartwater,2023-10-27,213,1.37,291.81
ORD693374,Coca-Cola Bottling Co. Consolidated,7-Eleven,Seattle,Washington,Soft Drinks,Sprite,2023-07-22,709,2.47,1751.23
ORD163402,Coca-Cola Bottling Co. Consolidated,7-Eleven,Boston,Massachusetts,Water,Dasani,2023-01-15,797,2.78,2215.66
ORD691475,Coca-Cola Bottling Co. Consolidated,Sam's Club,Seattle,Washington,Soft Drinks,Coca-Cola Classic,2023-01-07,223,1.01,225.23
ORD183266,Coca-Cola Bottling Company United,Target,New York,New York,Soft Drinks,Diet Coke,2023-07-13,500,1.19,595.0
ORD929441,Coca-Cola Bottling Company United,Sam's Club,Boston,Massachusetts,Alcoholic Beverages,Jack & Coke,2024-01-01,128,2.91,372.48
ORD153996,Swire Coca-Cola,Target,Seattle,Washington,Soft Drinks,Dr Pepper,2023-12-06,929,1.81,1681.49
ORD771560,Reyes Coca-Cola Bottling,Safeway,Denver,Colorado,Alcoholic Beverages,Simply Spiked Lemonade,2023-05-13,726,3.31,2403.06
ORD153554,Swire Coca-Cola,7-Eleven,Los Angeles,California,Water,Aquafina,2023-11-07,763,3.43,2617.09
ORD882473,Coca-Cola Beverages Florida,Walgreens,Chicago,Illinois,Alcoholic Beverages,Jack & Coke,2023-04-29,525,2.58,1354.5
ORD855659,Swire Coca-Cola,Walmart,Atlanta,Georgia,Water,Aquafina,2023-12-24,991,2.01,1991.91
ORD810612,Coca-Cola Bottling Company United,7-Eleven,Denver,Colorado,Soft Drinks,Dr Pepper,2023-08-23,281,2.81,789.61
ORD465606,Swire Coca-Cola,Sam's Club,New York,New York,Water,Dasani,2023-06-13,381,2.22,845.82
ORD860633,Coca-Cola Bottling Company United,Safeway,Houston,Texas,Soft Drinks,Fanta,2023-05-10,812,2.61,2119.32
ORD446820,Swire Coca-Cola,Safeway,Boston,Massachusetts,Water,Smartwater,2023-06-28,608,3.42,2079.36
ORD737763,Coca-Cola Bottling Company United,Sam's Club,Denver,Colorado,Alcoholic Beverages,Simply Spiked Lemonade,2023-02-13,380,1.62,615.6
ORD325748,Coca-Cola Beverages Florida,Walgreens,Boston,Massachusetts,Soft Drinks,Sprite,2023-08-13,313,3.06,957.78
ORD189328,Coca-Cola Beverages Florida,Walmart,Phoenix,Arizona,Water,Smartwater,2023-12-25,877,2.89,2534.53
ORD681166,Coca-Cola Beverages Florida,Kroger,Boston,Massachusetts,Soft Drinks,Dr Pepper,2023-01-20,184,1.14,209.76
ORD144550,Coca-Cola Bottling Co. Consolidated,Kroger,Atlanta,Georgia,Soft Drinks,Dr Pepper,2023-06-02,454,1.96,889.84
ORD937991,Coca-Cola Beverages Florida,Safeway,Miami,Florida,Soft Drinks,Dr Pepper,2023-01-26,402,2.16,868.32
ORD163189,Coca-Cola Bottling Co. Consolidated,7-Eleven,Los Angeles,California,Soft Drinks,Diet Coke,2023-03-29,205,3.0,615.0
ORD244046,Coca-Cola Bottling Co. Consolidated,CVS,Boston,Massachusetts,Water,Dasani,2023-05-05,294,1.32,388.08
ORD688432,Coca-Cola Bottling Co. Consolidated,Safeway,Chicago,Illinois,Soft Drinks,Coca-Cola Classic,2023-01-09,235,2.69,632.15
ORD317680,Coca-Cola Bottling Co. Consolidated,Publix,Phoenix,Arizona,Alcoholic Beverages,Jack & Coke,2023-05-31,312,2.35,733.2
ORD764938,Coca-Cola Beverages Florida,Costco,New York,New York,Soft Drinks,Coca-Cola Classic,2023-01-10,75,2.75,206.25
ORD882435,Coca-Cola Bottling Co. Consolidated,Walgreens,Chicago,Illinois,Water,Smartwater,2023-02-08,895,1.09,975.55
ORD944591,Reyes Coca-Cola Bottling,7-Eleven,Atlanta,Georgia,Soft Drinks,Fanta,2023-01-19,378,3.05,1152.9
ORD668989,Coca-Cola Bottling Co. Consolidated,Walmart,Houston,Texas,Soft Drinks,Coca-Cola Classic,2023-09-22,682,3.03,2066.46
ORD950585,Swire Coca-Cola,Sam's Club,Atlanta,Georgia,Alcoholic Beverages,Jack & Coke,2023-04-06,431,3.42,1474.02
ORD975258,Reyes Coca-Cola Bottling,Costco,Los Angeles,California,Alcoholic Beverages,Simply Spiked Lemonade,2023-03-25,174,3.1,539.4
ORD844195,Coca-Cola Beverages Florida,Sam's Club,Chicago,Illinois,Soft Drinks,Coca-Cola Classic,2023-10-17,446,2.77,1235.42
ORD466903,Swire Coca-Cola,Costco,Phoenix,Arizona,Alcoholic Beverages,Simply Spiked Lemonade,2023-01-28,420,2.93,1230.6
ORD938466,Coca-Cola Beverages Florida,Walgreens,Boston,Massachusetts,Alcoholic Beverages,Simply Spiked Lemonade,2023-11-05,889,1.9,1689.1
ORD577042,Reyes Coca-Cola Bottling,Publix,Los Angeles,California,Water,Dasani,2023-02-22,689,3.06,2108.34
ORD431951,Coca-Cola Bottling Company United,Walgreens,Los Angeles,California,Soft Drinks,Dr Pepper,2023-10-04,651,2.43,1581.93
ORD782573,Coca-Cola Bottling Company United,Walgreens,Miami,Florida,Alcoholic Beverages,Simply Spiked Lemonade,2023-01-24,610,3.42,2086.2
ORD321613,Coca-Cola Bottling Co. Consolidated,Kroger,Miami,Florida,Soft Drinks,Diet Coke,2023-06-08,115,1.14,131.1
ORD454515,Swire Coca-Cola,Target,Houston,Texas,Water,Dasani,2023-03-24,588,3.44,2022.72
ORD329893,Coca-Cola Bottling Company United,CVS,Boston,Massachusetts,Alcoholic Beverages,Simply Spiked Lemonade,2023-09-16,860,2.99,2571.4
ORD693842,Coca-Cola Bottling Co. Consolidated,Sam's Club,Phoenix,Arizona,Water,Smartwater,2023-05-10,773,2.76,2133.48
ORD804955,Coca-Cola Bottling Company United,Publix,New York,New York,Soft Drinks,Dr Pepper,2023-01-31,472,2.04,962.88
ORD289031,Coca-Cola Beverages Florida,Costco,New York,New York,Alcoholic Beverages,Simply Spiked Lemonade,2023-10-15,208,1.32,274.56
ORD395300,Coca-Cola Bottling Co. Consolidated,CVS,Miami,Florida,Soft Drinks,Sprite,2023-05-08,875,3.45,3018.75
ORD761614,Swire Coca-Cola,Costco,Miami,Florida,Alcoholic Beverages,Simply Spiked Lemonade,2023-11-02,875,2.92,2555.0
ORD833266,Swire Coca-Cola,Safeway,Phoenix,Arizona,Water,Dasani,2023-08-28,277,3.39,939.03
ORD220774,Coca-Cola Bottling Company United,Costco,Miami,Florida,Soft Drinks,Sprite,2023-01-24,408,1.95,795.6
ORD413035,Coca-Cola Bottling Company United,7-Eleven,Chicago,Illinois,Water,Smartwater,2023-05-25,676,1.84,1243.84
ORD332464,Swire Coca-Cola,Target,Chicago,Illinois,Soft Drinks,Coca-Cola Classic,2023-12-01,122,2.97,362.34
ORD409779,Reyes Coca-Cola Bottling,7-Eleven,Chicago,Illinois,Water,Dasani,2023-06-10,678,3.18,2156.04
ORD759596,Coca-Cola Beverages Florida,7-Eleven,Boston,Massachusetts,Soft Drinks,Fanta,2023-10-12,290,2.39,693.1
ORD822067,Coca-Cola Bottling Company United,Sam's Club,Phoenix,Arizona,Alcoholic Beverages,Simply Spiked Lemonade,2023-12-13,836,3.49,2917.64
ORD318840,Coca-Cola Bottling Co. Consolidated,Kroger,Phoenix,Arizona,Water,Aquafina,2023-05-28,269,1.2,322.8
ORD119292,Swire Coca-Cola,Walmart,Seattle,Washington,Alcoholic Beverages,Simply Spiked Lemonade,2023-10-18,608,3.49,2121.92
ORD185852,Swire Coca-Cola,7-Eleven,Denver,Colorado,Soft Drinks,Diet Coke,2023-07-29,216,1.42,306.72
ORD938847,Coca-Cola Bottling Co. Consolidated,Sam's Club,Seattle,Washington,Water,Aquafina,2023-04-20,794,2.04,1619.76
ORD293718,Coca-Cola Bottling Co. Consolidated,Sam's Club,New York,New York,Soft Drinks,Sprite,2023-09-10,425,2.84,1207.0
ORD622777,Coca-Cola Beverages Florida,Safeway,Denver,Colorado,Alcoholic Beverages,Simply Spiked Lemonade,2023-08-25,953,1.86,1772.58
ORD750279,Coca-Cola Beverages Florida,Costco,Miami,Florida,Soft Drinks,Fanta,2023-12-13,98,2.76,270.48
ORD394169,Coca-Cola Beverages Florida,Costco,Atlanta,Georgia,Alcoholic Beverages,Jack & Coke,2023-06-24,828,3.26,2699.28
ORD889119,Coca-Cola Bottling Co. Consolidated,Publix,Miami,Florida,Alcoholic Beverages,Simply Spiked Lemonade,2023-12-22,467,3.46,1615.82
ORD413664,Coca-Cola Bottling Company United,Kroger,Seattle,Washington,Soft Drinks,Coca-Cola Classic,2023-05-09,657,2.62,1721.34
ORD922671,Reyes Coca-Cola Bottling,Costco,New York,New York,Soft Drinks,Sprite,2023-05-26,362,1.81,655.22
ORD171557,Swire Coca-Cola,7-Eleven,Los Angeles,California,Soft Drinks,Sprite,2023-07-31,120,1.7,204.0
ORD426006,Coca-Cola Beverages Florida,Costco,Chicago,Illinois,Alcoholic Beverages,Simply Spiked Lemonade,2023-03-17,670,3.45,2311.5
ORD366536,Reyes Coca-Cola Bottling,Kroger,Boston,Massachusetts,Water,Dasani,2023-12-31,76,1.26,95.76
ORD701081,Coca-Cola Beverages Florida,CVS,Los Angeles,California,Water,Smartwater,2023-05-10,288,1.28,368.64
ORD942849,Coca-Cola Bottling Company United,Publix,Atlanta,Georgia,Water,Aquafina,2023-04-23,352,1.7,598.4
ORD306293,Coca-Cola Bottling Company United,Walgreens,Houston,Texas,Water,Smartwater,2023-11-20,726,2.68,1945.68
ORD120978,Reyes Coca-Cola Bottling,CVS,Seattle,Washington,Alcoholic Beverages,Jack & Coke,2023-07-31,848,2.03,1721.44
ORD535030,Coca-Cola Bottling Co. Consolidated,Walmart,Phoenix,Arizona,Water,Aquafina,2023-09-20,916,1.05,961.8
ORD504333,Coca-Cola Beverages Florida,CVS,Seattle,Washington,Soft Drinks,Coca-Cola Classic,2023-11-20,624,1.68,1048.32
ORD598246,Coca-Cola Beverages Florida,Publix,Chicago,Illinois,Water,Dasani,2023-10-15,335,3.04,1018.4
ORD120302,Coca-Cola Bottling Co. Consolidated,Walmart,Phoenix,Arizona,Soft Drinks,Coca-Cola Classic,2023-02-08,391,2.94,1149.54
ORD821437,Coca-Cola Bottling Co. Consolidated,7-Eleven,Miami,Florida,Water,Aquafina,2023-08-08,292,2.8,817.6
ORD134606,Swire Coca-Cola,Target,Houston,Texas,Soft Drinks,Sprite,2023-12-13,233,2.27,528.91
ORD381227,Reyes Coca-Cola Bottling,Walgreens,Chicago,Illinois,Soft Drinks,Fanta,2023-10-09,529,2.36,1248.44
ORD253541,Coca-Cola Bottling Company United,Walgreens,New York,New York,Water,Smartwater,2023-10-10,185,1.31,242.35
ORD699684,Swire Coca-Cola,Sam's Club,New York,New York,Alcoholic Beverages,Simply Spiked Lemonade,2023-03-21,116,2.64,306.24
ORD383978,Coca-Cola Bottling Co. Consolidated,Costco,Chicago,Illinois,Water,Aquafina,2023-02-22,834,3.42,2852.28
ORD681673,Reyes Coca-Cola Bottling,Safeway,Phoenix,Arizona,Alcoholic Beverages,Jack & Coke,2023-04-19,186,3.07,571.02
ORD631288,Swire Coca-Cola,Target,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-06-15,868,2.05,1779.4
ORD715441,Coca-Cola Bottling Company United,Sam's Club,New York,New York,Alcoholic Beverages,Jack & Coke,2023-01-22,818,1.62,1325.16
ORD128380,Coca-Cola Bottling Company United,Walgreens,Chicago,Illinois,Soft Drinks,Dr Pepper,2023-05-16,766,1.03,788.98
ORD292635,Coca-Cola Bottling Company United,7-Eleven,Seattle,Washington,Water,Smartwater,2023-02-10,911,3.23,2942.53
ORD648148,Reyes Coca-Cola Bottling,Publix,Atlanta,Georgia,Water,Aquafina,2023-09-16,497,2.76,1371.72
ORD976232,Coca-Cola Beverages Florida,Walmart,New York,New York,Soft Drinks,Fanta,2023-02-28,155,2.88,446.4
ORD350711,Coca-Cola Bottling Company United,Publix,Atlanta,Georgia,Soft Drinks,Fanta,2023-06-16,916,3.0,2748.0
ORD603448,Reyes Coca-Cola Bottling,Walmart,Houston,Texas,Alcoholic Beverages,Simply Spiked Lemonade,2023-06-08,782,1.62,1266.84
ORD783746,Swire Coca-Cola,7-Eleven,Los Angeles,California,Soft Drinks,Sprite,2023-05-17,872,2.53,2206.16
ORD300974,Coca-Cola Bottling Co. Consolidated,Publix,Miami,Florida,Water,Aquafina,2023-08-11,195,1.73,337.35
ORD139562,Coca-Cola Bottling Co. Consolidated,Costco,Phoenix,Arizona,Soft Drinks,Sprite,2023-07-11,302,3.27,987.54
